Name,Value,Target,Condition,Dimension,Description,,,,,,,,,,,,,,,,,,,,,,,



z4_Sf,6.94,2.0,>,,Bend Safety Factor (SF),,,,,,,,,,,,,,,,,,,,,,,
Speed,123,2.0,>,,Bend Safety Factor (SF),,,,,,,,,,,,,,,,,,,,,,,

z7_Sf,7.74,2.2,>,,Bend Safety Factor (SF),,,,,
z8_Sf,5.45,2.2,>,,Bend Safety Factor (SF),,,,,
z9_Sf,9.65,2.0,>,,Bend Safety Factor (SF),,,,,


















